Date,N-ary_interactions_reports,All_interactions_after_spoke_expansion,All_interaction_reports,Binary_interaction_reports
2006-12-19,5902,120541,75216,69314
2006-12-20,5902,120557,75232,69330
2006-12-21,5907,120579,75244,69337
2006-12-22,5908,120583,75245,69337
2007-01-02,5908,120590,75252,69344
2007-01-03,5908,120601,75263,69355
2007-01-04,5910,120624,75279,69369
2007-01-05,5921,120682,75321,69400
2007-01-08,5921,120701,75340,69419
2007-01-09,5921,120702,75341,69420
2007-01-10,5944,120802,75378,69434
2007-01-11,5945,120811,75386,69441
2007-01-12,5945,120816,75391,69446
2007-01-16,5945,120822,75397,69452
2007-01-17,5947,120831,75404,69457
2007-01-18,5947,120836,75409,69462
2007-01-19,5947,120867,75440,69493
2007-01-22,5953,120910,75470,69517
2007-01-23,5954,120917,75476,69522
2007-01-24,5960,120971,75493,69533
2007-01-25,5964,120982,75498,69534
2007-01-26,5969,121056,75511,69542
2007-01-28,5969,121060,75515,69546
2007-01-29,5978,121127,75545,69567
2007-01-30,5982,121200,75561,69579
2007-01-31,5984,121216,75573,69589
2007-02-01,5984,121221,75578,69594
2007-02-02,5984,121223,75580,69596
2007-02-05,5987,121296,75650,69663
2007-02-06,5987,122162,76516,70529
2007-02-07,5989,122184,76536,70547
2007-02-08,5996,122227,76569,70573
2007-02-09,6013,122300,76612,70599
2007-02-13,6021,122335,76638,70617
2007-02-14,6021,122349,76652,70631
2007-02-15,6021,122357,76660,70639
2007-02-16,6022,122400,76702,70680
2007-02-19,6022,122410,76712,70690
2007-02-20,6033,122468,76752,70719
2007-02-21,6048,122552,76783,70735
2007-02-22,6048,122600,76831,70783
2007-02-23,6050,122664,76893,70843
2007-02-25,6050,122668,76897,70847
2007-02-26,6051,122679,76907,70856
2007-02-27,6052,122688,76914,70862
2007-02-28,6052,122704,76930,70878
2007-03-01,6054,122718,76937,70883
2007-03-02,6059,122734,76946,70887
2007-03-05,6071,122845,76978,70907
2007-03-06,6075,122872,77000,70925
2007-03-07,6081,122925,77034,70953
2007-03-08,6084,122952,77055,70971
2007-03-09,6088,122974,77069,70981
2007-03-12,6088,122978,77073,70985
2007-03-13,6090,123004,77095,71005
2007-03-14,6090,123042,77133,71043
2007-03-15,6092,123108,77197,71105
2007-03-16,6092,123112,77201,71109
2007-03-19,6094,123119,77206,71112
2007-03-20,6095,123139,77225,71130
2007-03-21,6097,123195,77230,71133
2007-03-22,6097,123198,77233,71136
2007-03-23,6099,123210,77243,71144
2007-03-26,6101,123219,77249,71148
2007-03-27,6113,123596,77270,71157
2007-03-28,6120,123704,77289,71169
2007-03-29,6120,123708,77293,71173
2007-03-30,6122,123720,77295,71173
2007-04-02,6123,123729,77303,71180
2007-04-03,6126,123742,77311,71185
2007-04-04,6134,123865,77339,71205
2007-04-05,6141,123894,77361,71220
2007-04-10,6145,123938,77382,71237
2007-04-11,6145,123959,77403,71258
2007-04-12,6145,123966,77410,71265
2007-04-13,6145,123974,77418,71273
2007-04-16,6146,123977,77420,71274
2007-04-17,6149,125047,78267,72118
2007-04-18,6150,125058,78277,72127
2007-04-19,6150,125062,78281,72131
2007-04-20,6157,125108,78319,72162
2007-04-22,6158,125113,78323,72165
2007-04-23,6164,125166,78345,72181
2007-04-24,6165,125173,78351,72186
2007-04-25,6165,125285,78463,72298
2007-04-26,6165,125289,78467,72302
2007-04-27,6168,125307,78481,72313
2007-04-30,6168,125312,78486,72318
2007-05-01,6176,125379,78511,72335
2007-05-02,6185,125432,78526,72341
2007-05-03,6185,125433,78527,72342
2007-05-04,6186,125440,78532,72346
2007-05-08,6187,125460,78550,72363
2007-05-09,6192,125477,78561,72369
2007-05-10,6193,125479,78562,72369
2007-05-11,6200,125525,78571,72371
2007-05-14,6209,125594,78597,72388
2007-05-15,6218,125663,78633,72415
2007-05-16,6221,125681,78639,72418
2007-05-17,6221,125692,78650,72429
2007-05-18,6221,125700,78658,72437
2007-05-21,6230,125748,78670,72440
2007-05-22,6230,125759,78681,72451
2007-05-23,6232,125766,78684,72452
2007-05-24,6232,125767,78685,72453
2007-05-25,6236,125800,78714,72478
2007-05-29,6236,125807,78721,72485
2007-05-30,6237,125838,78740,72503
2007-05-31,6241,125886,78748,72507
2007-06-04,6241,125890,78752,72511
2007-06-05,6242,125906,78767,72525
2007-06-06,6242,125916,78777,72535
2007-06-07,6249,125934,78786,72537
2007-06-11,6249,125940,78792,72543
2007-06-12,6252,125961,78806,72554
2007-06-13,6255,125989,78830,72575
2007-06-14,6257,126010,78845,72588
2007-06-15,6258,126018,78851,72593
2007-06-18,6264,126046,78867,72603
2007-06-19,6269,126094,78904,72635
2007-06-20,6275,126179,78947,72672
2007-06-21,6275,126193,78961,72686
2007-06-22,6276,126205,78971,72695
2007-06-25,6281,126231,78990,72709
2007-06-26,6285,126247,79000,72715
2007-06-27,6286,126251,79003,72717
2007-06-28,6288,126259,79009,72721
2007-06-29,6292,126352,79095,72803
2007-07-02,6292,126358,79101,72809
2007-07-03,6292,126362,79105,72813
2007-07-04,6292,126367,79110,72818
2007-07-06,6297,126524,79256,72959
2007-07-08,6297,138452,91184,84887
2007-07-11,6298,138492,91218,84920
2007-07-12,6300,138506,91230,84930
2007-07-13,6300,138542,91266,84966
2007-07-16,6322,138747,91330,85008
2007-07-17,6325,138781,91360,85035
2007-07-18,6330,138835,91385,85055
2007-07-19,6330,138846,91396,85066
2007-07-20,6335,138885,91430,85095
2007-07-23,6345,138951,91456,85111
2007-07-24,6346,138961,91465,85119
2007-07-25,6348,139285,91696,85348
2007-07-26,6348,139363,91774,85426
2007-07-27,6351,139374,91782,85431
2007-07-29,6351,139378,91786,85435
2007-07-30,6351,139468,91876,85525
2007-07-31,6351,139480,91888,85537
2007-08-01,6352,139494,91901,85549
2007-08-02,6358,139545,91910,85552
2007-08-03,6360,139554,91917,85557
2007-08-06,6363,139563,91923,85560
2007-08-07,6363,139610,91970,85607
2007-08-08,6366,139637,91994,85628
2007-08-09,6367,139655,92000,85633
2007-08-10,6367,139679,92024,85657
2007-08-13,6369,139688,92031,85662
2007-08-14,6369,139709,92052,85683
2007-08-15,6369,139718,92061,85692
2007-08-16,6391,140552,92084,85693
2007-08-17,6391,140568,92100,85709
2007-08-20,6391,140569,92101,85710
2007-08-21,6392,140597,92117,85725
2007-08-22,6392,140602,92122,85730
2007-08-23,6392,140609,92129,85737
2007-08-24,6394,140672,92153,85759
2007-08-27,6394,140707,92188,85794
2007-08-28,6396,140763,92219,85823
2007-08-29,6397,140787,92238,85841
2007-08-30,6398,140833,92279,85881
2007-08-31,6398,140839,92285,85887
2007-09-03,6422,141113,92351,85929
2007-09-04,6425,141146,92376,85951
2007-09-05,6425,141166,92396,85971
2007-09-07,6425,141214,92444,86019
2007-09-10,6425,141241,92471,86046
2007-09-11,6428,141309,92536,86108
2007-09-12,6433,141381,92602,86169
2007-09-13,6434,141432,92652,86218
2007-09-14,6437,141510,92724,86287
2007-09-15,6437,141517,92731,86294
2007-09-17,6437,141552,92766,86329
2007-09-18,6443,141612,92817,86374
2007-09-19,6461,141749,92857,86396
2007-09-20,6463,141774,92880,86417
2007-09-21,6464,141810,92915,86451
2007-09-23,6464,141811,92916,86452
2007-09-24,6465,141864,92968,86503
2007-09-25,6469,141925,93024,86555
2007-09-26,6471,141961,93054,86583
2007-09-27,6477,142016,93103,86626
2007-09-28,6479,142063,93148,86669
2007-10-01,6484,142131,93202,86718
2007-10-02,6484,142161,93232,86748
2007-10-03,6485,142198,93268,86783
2007-10-04,6492,142253,93290,86798
2007-10-05,6507,142352,93329,86822
2007-10-08,6507,142367,93344,86837
2007-10-09,6507,142381,93358,86851
2007-10-10,6507,142413,93390,86883
2007-10-11,6510,142453,93427,86917
2007-10-12,6513,142496,93467,86954
2007-10-15,6513,142546,93517,87004
2007-10-16,6517,142564,93531,87014
2007-10-17,6518,142584,93550,87032
2007-10-18,6518,142648,93614,87096
2007-10-19,6518,142670,93636,87118
2007-10-23,6518,142682,93648,87130
2007-10-24,6526,142703,93661,87135
2007-10-25,6530,142714,93668,87138
2007-10-26,6537,142737,93684,87147
2007-10-29,6541,142748,93690,87149
2007-10-30,6555,142829,93744,87189
2007-10-31,6559,142884,93794,87235
2007-11-01,6559,142887,93797,87238
2007-11-02,6561,142902,93810,87249
2007-11-05,6562,142913,93820,87258
2007-11-06,6562,142984,93891,87329
2007-11-07,6564,143006,93906,87342
2007-11-08,6566,143061,93922,87356
2007-11-09,6569,143095,93953,87384
2007-11-12,6569,143103,93961,87392
2007-11-13,6571,143132,93986,87415
2007-11-14,6577,143167,94013,87436
2007-11-15,6578,143182,94027,87449
2007-11-16,6586,143226,94063,87477
2007-11-19,6588,143245,94080,87492
2007-11-20,6592,143277,94108,87516
2007-11-21,6594,143324,94144,87550
2007-11-22,6597,143349,94164,87567
2007-11-23,6600,143383,94195,87595
2007-11-26,6600,143390,94202,87602
2007-11-27,6606,143488,94219,87613
2007-11-28,6608,143540,94267,87659
2007-11-29,6616,143638,94335,87719
2007-11-30,6623,143722,94408,87785
2007-12-03,6627,143769,94450,87823
2007-12-04,6640,143829,94493,87853
2007-12-05,6645,143887,94545,87900
2007-12-06,6646,143932,94588,87942
2007-12-07,6646,143951,94607,87961
2007-12-10,6649,143994,94646,87997
2007-12-11,6650,144048,94699,88049
2007-12-12,6658,144102,94721,88063
2007-12-13,6658,144123,94742,88084
2007-12-14,6659,144161,94778,88119
2007-12-17,6662,144213,94817,88155
2007-12-18,6663,144223,94826,88163
2007-12-19,6663,144229,94832,88169
2007-12-20,6663,144240,94843,88180
2007-12-21,6664,144243,94845,88181
2007-12-22,6664,144259,94861,88197
2008-01-02,6664,144263,94865,88201
2008-01-03,6664,144281,94883,88219
2008-01-04,6664,144301,94903,88239
2008-01-07,6668,144353,94946,88278
2008-01-08,6673,144409,94996,88323
2008-01-09,6675,144942,95525,88850
2008-01-10,6676,144951,95533,88857
2008-01-11,6676,144953,95535,88859
2008-01-14,6676,145040,95622,88946
2008-01-15,6679,145089,95645,88966
2008-01-16,6679,145109,95665,88986
2008-01-17,6679,145114,95670,88991
2008-01-18,6679,145116,95672,88993
2008-01-19,6679,145117,95673,88994
2008-01-21,6679,148823,99379,92700
2008-01-22,6680,148862,99417,92737
2008-01-23,6681,148882,99436,92755
2008-01-24,6685,152133,102675,95990
2008-01-25,6686,152139,102680,95994
2008-01-28,6691,152157,102691,96000
2008-01-29,6693,152708,103240,96547
2008-01-30,6693,152717,103249,96556
2008-01-31,6693,152721,103253,96560
2008-02-01,6693,152725,103257,96564
2008-02-04,6694,152751,103280,96586
2008-02-05,6695,152773,103299,96604
2008-02-06,6700,152869,103324,96624
2008-02-07,6705,152905,103349,96644
2008-02-08,6706,152918,103359,96653
2008-02-11,6708,152950,103387,96679
2008-02-12,6708,152951,103388,96680
2008-02-13,6710,152960,103393,96683
2008-02-15,6711,153015,103403,96692
2008-02-18,6711,153021,103409,96698
2008-02-19,6714,153118,103503,96789
2008-02-20,6714,153135,103520,96806
2008-02-21,6717,153222,103602,96885
2008-02-22,6717,153236,103616,96899
2008-02-25,6721,153309,103628,96907
2008-02-27,6727,154043,103676,96949
2008-02-28,6734,154164,103685,96951
2008-02-29,6736,154180,103699,96963
2008-03-03,6736,154190,103709,96973
2008-03-04,6748,154229,103736,96988
2008-03-05,6755,154257,103757,97002
2008-03-06,6757,154280,103778,97021
2008-03-07,6757,154291,103789,97032
2008-03-10,6757,154304,103802,97045
2008-03-11,6758,154307,103804,97046
2008-03-12,6758,154314,103811,97053
2008-03-13,6760,154328,103821,97061
2008-03-14,6760,154330,103823,97063
2008-03-17,6760,154339,103832,97072
2008-03-18,6760,154343,103836,97076
2008-03-19,6763,154362,103852,97089
2008-03-20,6763,154371,103861,97098
2008-03-25,6763,154381,103871,97108
2008-03-26,6768,154423,103908,97140
2008-03-27,6768,154428,103913,97145
2008-03-28,6768,154432,103917,97149
2008-03-31,6768,154465,103950,97182
2008-04-01,6768,154480,103965,97197
2008-04-02,6768,154483,103968,97200
2008-04-03,6773,154507,103986,97213
2008-04-04,6777,154521,103996,97219
2008-04-08,6777,154537,104012,97235
2008-04-09,6779,154544,104017,97238
2008-04-10,6782,154578,104046,97264
2008-04-11,6783,154595,104062,97279
2008-04-14,6797,154688,104141,97344
2008-04-15,6798,154707,104158,97360
2008-04-16,6799,154733,104181,97382
2008-04-17,6800,154745,104192,97392
2008-04-18,6800,154752,104199,97399
2008-04-21,6800,154759,104206,97406
2008-04-22,6802,154774,104219,97417
2008-04-23,6802,154776,104221,97419
2008-04-24,6806,154813,104253,97447
2008-04-25,6806,154823,104263,97457
2008-04-28,6810,154852,104287,97477
2008-04-29,6812,154864,104296,97484
2008-04-30,6812,154874,104306,97494
2008-05-01,6812,154881,104313,97501
2008-05-02,6818,154929,104354,97536
2008-05-06,6823,154967,104386,97563
2008-05-07,6827,154994,104409,97582
2008-05-08,6831,155057,104442,97611
2008-05-09,6838,155094,104470,97632
2008-05-12,6843,155108,104477,97634
2008-05-13,6844,155116,104484,97640
2008-05-14,6848,155158,104521,97673
2008-05-15,6858,155364,104542,97684
2008-05-16,6858,155379,104557,97699
2008-05-19,6864,155424,104594,97730
2008-05-20,6864,155476,104646,97782
2008-05-21,6878,155541,104688,97810
2008-05-22,6881,155556,104696,97815
2008-05-23,6882,155568,104707,97825
2008-05-27,6882,155577,104716,97834
2008-05-28,6890,155607,104736,97846
2008-05-29,6894,155619,104744,97850
2008-05-30,6897,155693,104749,97852
2008-06-02,6897,155703,104759,97862
2008-06-03,6900,155723,104776,97876
2008-06-04,6902,155777,104828,97926
2008-06-05,6903,155836,104886,97983
2008-06-06,6906,155851,104895,97989
2008-06-09,6911,155871,104909,97998
2008-06-10,6912,155889,104924,98012
2008-06-11,6916,155920,104948,98032
2008-06-12,6920,155957,104973,98053
2008-06-13,6920,155970,104986,98066
2008-06-16,6921,155981,104990,98069
2008-06-17,6932,156032,105016,98084
2008-06-18,6933,156070,105052,98119
2008-06-19,6934,156088,105068,98134
2008-06-20,6934,156090,105070,98136
2008-06-23,6942,156118,105089,98147
2008-06-24,6947,156134,105100,98153
2008-06-25,6951,156148,105109,98158
2008-06-26,6951,156149,105110,98159
2008-06-27,6955,156170,105124,98169
2008-06-30,6964,156227,105147,98183
2008-07-01,6968,156301,105210,98242
2008-07-02,6968,156310,105219,98251
2008-07-03,6968,156334,105243,98275
2008-07-04,6968,156338,105247,98279
2008-07-07,6968,156342,105251,98283
2008-07-08,6979,156419,105296,98317
2008-07-09,6987,156469,105333,98346
2008-07-10,6992,156545,105394,98402
2008-07-11,6999,156582,105421,98422
2008-07-14,7000,156592,105430,98430
2008-07-15,7000,156615,105453,98453
2008-07-16,7010,156748,105575,98565
2008-07-17,7011,156790,105611,98600
2008-07-18,7011,156814,105635,98624
2008-07-21,7013,156859,105678,98665
2008-07-22,7019,156876,105689,98670
2008-07-23,7023,156915,105720,98697
2008-07-24,7026,156934,105734,98708
2008-07-25,7028,156945,105743,98715
2008-07-28,7029,156966,105763,98734
2008-07-29,7030,156987,105783,98753
2008-07-31,7030,156993,105789,98759
2008-08-05,7036,157032,105815,98779
2008-08-06,7041,157068,105846,98805
2008-08-07,7045,157096,105866,98821
2008-08-08,7050,157148,105913,98863
2008-08-11,7050,157165,105930,98880
2008-08-12,7056,157219,105978,98922
2008-08-13,7065,157282,106027,98962
2008-08-15,7065,157305,106050,98985
2008-08-18,7065,157325,106070,99005
2008-08-19,7065,157330,106075,99010
2008-08-20,7065,157336,106081,99016
2008-08-21,7066,157353,106097,99031
2008-08-22,7066,157368,106112,99046
2008-08-26,7066,157374,106118,99052
2008-08-27,7066,157383,106127,99061
2008-08-28,7067,157391,106129,99062
2008-08-29,7068,157457,106194,99126
2008-09-01,7068,157460,106197,99129
2008-09-02,7068,157551,106288,99220
2008-09-03,7068,157595,106332,99264
2008-09-04,7068,157597,106334,99266
2008-09-05,7068,157603,106340,99272
2008-09-08,7068,157621,106358,99290
2008-09-09,7068,157634,106371,99303
2008-09-10,7074,157689,106418,99344
2008-09-11,7077,157757,106430,99353
2008-09-12,7087,157851,106502,99415
2008-09-15,7091,157905,106550,99459
2008-09-16,7094,157923,106563,99469
2008-09-17,7094,159137,107777,100683
2008-09-18,7094,159172,107812,100718
2008-09-19,7112,159285,107870,100758
2008-09-22,7114,159323,107902,100788
2008-09-23,7129,159421,107960,100831
2008-09-24,7129,159436,107975,100846
2008-09-25,7137,159566,108088,100951
2008-09-26,7140,159641,108159,101019
2008-09-29,7148,159709,108214,101066
2008-09-30,7148,159719,108224,101076
2008-10-01,7173,159843,108282,101109
2008-10-02,7175,159869,108299,101124
2008-10-03,7179,159904,108330,101151
2008-10-06,7181,159933,108356,101175
2008-10-07,7184,159956,108375,101191
2008-10-08,7195,160098,108400,101205
2008-10-09,7195,160114,108416,101221
2008-10-10,7195,160120,108422,101227
2008-10-13,7201,160159,108448,101247
2008-10-14,7201,160206,108495,101294
2008-10-15,7208,160318,108557,101349
2008-10-16,7208,160343,108582,101374
2008-10-17,7212,160390,108608,101396
2008-10-20,7215,160415,108630,101415
2008-10-21,7219,160452,108663,101444
2008-10-22,7220,160576,108689,101469
2008-10-23,7223,160617,108722,101499
2008-10-24,7225,160627,108729,101504
2008-10-27,7225,160638,108740,101515
2008-10-28,7225,160657,108759,101534
2008-10-29,7225,160667,108769,101544
2008-10-30,7225,160706,108808,101583
2008-11-03,7225,160711,108813,101588
2008-11-04,7237,160785,108860,101623
2008-11-05,7242,160859,108921,101679
2008-11-06,7242,160887,108949,101707
2008-11-07,7243,160930,108991,101748
2008-11-10,7243,160965,109026,101783
2008-11-11,7247,160988,109045,101798
2008-11-12,7258,161068,109077,101819
2008-11-13,7265,161112,109087,101822
2008-11-14,7267,161698,109671,102404
2008-11-17,7270,161732,109702,102432
2008-11-18,7279,161858,109754,102475
2008-11-19,7290,161925,109810,102520
2008-11-20,7291,162080,109964,102673
2008-11-21,7293,162206,110088,102795
2008-11-24,7293,162217,110099,102806
2008-11-25,7295,162222,110101,102806
2008-11-26,7312,162299,110161,102849
2008-11-27,7314,162307,110167,102853
2008-11-28,7314,162309,110169,102855
2008-11-29,7314,162312,110172,102858
2008-12-01,7320,162365,110218,102898
2008-12-02,7345,162489,110286,102941
2008-12-03,7347,162510,110303,102956
2008-12-04,7353,162550,110337,102984
2008-12-05,7355,162663,110448,103093
2008-12-08,7356,162672,110456,103100
2008-12-09,7358,162696,110478,103120
2008-12-10,7358,162714,110496,103138
2008-12-11,7358,162716,110498,103140
2008-12-12,7358,162723,110505,103147
2008-12-15,7359,162763,110544,103185
2008-12-16,7360,162829,110609,103249
2008-12-18,7360,162830,110610,103250
2008-12-19,7424,163514,111002,103578
2009-01-05,7427,163574,111055,103628
2009-01-06,7429,163605,111084,103655
2009-01-07,7430,163632,111110,103680
2009-01-08,7434,163656,111130,103696
2009-01-09,7437,163686,111157,103720
2009-01-15,7443,163707,111171,103728
2009-01-16,7454,164050,111499,104045
2009-01-19,7454,164065,111514,104060
2009-01-20,7456,164077,111521,104065
2009-01-21,7457,164164,111522,104065
2009-01-22,7460,164350,111559,104099
2009-01-23,7497,164517,111619,104122
2009-01-26,7498,164524,111624,104126
2009-01-27,7502,164544,111638,104136
2009-01-28,7505,164595,111658,104153
2009-01-29,7508,164623,111683,104175
2009-01-30,7508,164626,111686,104178
2009-02-02,7508,164635,111695,104187
2009-02-03,7508,164645,111705,104197
2009-02-04,7509,164664,111721,104212
2009-02-05,7513,164680,111733,104220
2009-02-06,7513,164683,111736,104223
2009-02-09,7519,164717,111750,104231
2009-02-10,7519,164719,111752,104233
2009-02-11,7519,164723,111756,104237
2009-02-12,7519,164727,111760,104241
2009-02-13,7522,165066,111773,104251
2009-02-15,7522,165075,111782,104260
2009-02-16,7522,165089,111796,104274
2009-02-17,7523,165100,111806,104283
2009-02-18,7523,165130,111836,104313
2009-02-19,7524,165139,111843,104319
2009-02-23,7689,166277,112376,104687
2009-02-24,7691,166378,112473,104782
2009-02-25,7691,166416,112511,104820
2009-02-27,7691,166430,112525,104834
2009-03-02,7691,166437,112532,104841
2009-03-03,7693,166732,112714,105021
2009-03-04,7694,166753,112734,105040
2009-03-05,7695,166768,112740,105045
2009-03-06,7697,166782,112752,105055
2009-03-09,7697,166785,112755,105058
2009-03-10,7700,166808,112775,105075
2009-03-11,7704,166846,112803,105099
2009-03-12,7704,166861,112818,105114
2009-03-13,7706,166876,112825,105119
2009-03-16,7706,166882,112831,105125
2009-03-17,7708,166913,112860,105152
2009-03-18,7709,166943,112889,105180
2009-03-19,7712,166953,112894,105182
2009-03-20,7712,166968,112909,105197
2009-03-23,7712,167040,112981,105269
2009-03-24,7714,167127,113063,105349
2009-03-25,7716,167145,113079,105363
2009-03-26,7718,167162,113094,105376
2009-03-27,7718,167167,113099,105381
2009-03-30,7721,167227,113139,105418
2009-03-31,7723,167288,113198,105475
2009-04-01,7723,167370,113280,105557
2009-04-02,7727,167404,113310,105583
2009-04-06,7747,167468,113333,105586
2009-04-07,7748,167707,113348,105600
2009-04-08,7749,167835,113361,105612
2009-04-09,7749,167873,113399,105650
2009-04-14,7751,167896,113405,105654
2009-04-15,7757,167947,113437,105680
2009-04-16,7759,167976,113456,105697
2009-04-17,7759,168001,113481,105722
2009-04-20,7759,168016,113496,105737
2009-04-21,7760,168064,113508,105748
2009-04-22,7760,168068,113512,105752
2009-04-24,7760,168585,114029,106269
2009-04-28,7760,168596,114040,106280
2009-04-29,7762,168616,114058,106296
2009-05-01,7762,168619,114061,106299
2009-05-05,7762,168697,114139,106377
2009-05-06,7762,168702,114144,106382
2009-05-07,7766,168780,114176,106410
2009-05-08,7766,168788,114184,106418
2009-05-11,7768,168819,114210,106442
2009-05-12,7769,168830,114220,106451
2009-05-13,7770,168833,114222,106452
2009-05-14,7770,168844,114233,106463
2009-05-15,7771,168853,114241,106470
2009-05-18,7775,168869,114252,106477
2009-05-19,7775,168878,114261,106486
2009-05-20,7781,169705,115082,107301
2009-05-21,7781,169716,115093,107312
2009-05-22,7785,169741,115105,107320
2009-05-27,7785,171546,116910,109125
2009-05-28,7785,171572,116936,109151
2009-06-01,7789,171590,116950,109161
2009-06-02,7796,171626,116963,109167
2009-06-03,7796,171641,116978,109182
2009-06-04,7796,171655,116992,109196
2009-06-05,7796,172136,117473,109677
2009-06-08,7798,172177,117510,109712
2009-06-09,7802,172201,117529,109727
2009-06-10,7815,172242,117550,109735
2009-06-11,7823,172288,117569,109746
2009-06-12,7824,172298,117578,109754
2009-06-15,7824,172317,117597,109773
2009-06-16,7830,172346,117620,109790
2009-06-19,7838,172497,117633,109795
2009-06-22,7844,172570,117680,109836
2009-06-23,7851,172609,117708,109857
2009-06-24,7869,172754,117741,109872
2009-06-29,7871,172778,117760,109889
2009-06-30,7871,172803,117785,109914
2009-07-01,7871,172813,117795,109924
2009-07-02,7871,172822,117804,109933
2009-07-06,7871,172824,117806,109935
2009-07-07,7871,172835,117817,109946
2009-07-08,7871,172971,117953,110082
2009-07-09,7871,172973,117955,110084
2009-07-13,7881,173057,117978,110097
2009-07-14,7898,173181,118010,110112
2009-07-15,7908,173261,118042,110134
2009-07-16,7918,173343,118068,110150
2009-07-17,7919,173354,118078,110159
2009-07-20,7924,173379,118097,110173
2009-07-21,7924,173387,118105,110181
2009-07-22,7924,173429,118147,110223
2009-07-23,7925,173448,118165,110240
2009-07-24,7926,173456,118172,110246
2009-07-27,7926,173602,118318,110392
2009-07-28,7927,173672,118366,110439
2009-07-29,7935,173919,118380,110445
2009-07-31,7935,173922,118383,110448
2009-08-03,7938,173941,118397,110459
2009-08-04,7945,173983,118431,110486
2009-08-06,7946,174031,118477,110531
2009-08-07,7947,174055,118500,110553
2009-08-10,7947,174074,118519,110572
2009-08-11,7948,174102,118546,110598
2009-08-12,7948,174113,118557,110609
2009-08-13,7948,174117,118561,110613
2009-08-14,7955,174136,118572,110617
2009-08-17,7971,174219,118613,110642
2009-08-18,7971,178002,122396,114425
2009-08-19,7977,178066,122452,114475
2009-08-20,7979,178077,122460,114481
2009-08-24,7979,178086,122469,114490
2009-08-25,7979,178092,122475,114496
2009-08-26,7980,178118,122479,114499
2009-08-27,7980,178121,122482,114502
2009-08-28,7985,178143,122490,114505
2009-09-01,7986,178217,122563,114577
2009-09-02,7992,178293,122587,114595
2009-09-03,7994,178318,122608,114614
2009-09-04,7999,178368,122638,114639
2009-09-08,8004,178388,122651,114647
2009-09-09,8014,178437,122674,114660
