Date,N-ary_interactions_reports,All_interactions_after_spoke_expansion,All_interaction_reports,Binary_interaction_reports
2017-02-27,22152,606740,393606,371454
2017-02-28,22167,606787,393638,371471
2017-03-01,22172,606800,393646,371474
2017-03-02,22174,606849,393693,371519
2017-03-03,22175,606851,393694,371519
2017-03-06,22184,606885,393712,371528
2017-03-07,22204,607676,393755,371551
2017-03-08,22213,607728,393776,371563
2017-03-09,22225,607767,393791,371566
2017-03-10,22227,607779,393800,371573
2017-03-11,22227,607781,393802,371575
2017-03-13,22233,607799,393808,371575
2017-03-14,22235,607815,393817,371582
2017-03-15,22243,607883,393835,371592
2017-03-16,22245,607928,393842,371597
2017-03-17,22250,607965,393853,371603
2017-03-20,22256,608005,393874,371618
2017-03-21,22262,608022,393884,371622
2017-03-22,22277,608058,393905,371628
2017-03-23,22281,608094,393915,371634
2017-03-24,22295,608152,393932,371637
2017-03-27,22303,608195,393951,371648
2017-03-29,22304,608197,393952,371648
2017-03-30,22308,608212,393960,371652
2017-03-31,22309,608221,393961,371652
2017-04-03,22314,608241,393968,371654
2017-04-04,22315,608258,393984,371669
2017-04-05,22318,608267,393990,371672
2017-04-06,22411,609586,394124,371713
2017-04-07,22411,609587,394125,371714
2017-04-10,22415,609605,394138,371723
2017-04-11,22416,609608,394140,371724
2017-04-12,22426,609658,394159,371733
2017-04-13,22428,609685,394184,371756
2017-04-14,22428,609688,394187,371759
2017-04-17,22429,609697,394188,371759
2017-04-18,22430,609704,394191,371761
2017-04-20,22431,609740,394225,371794
2017-04-21,22431,609754,394239,371808
2017-04-24,22435,609764,394245,371810
2017-04-25,22435,609767,394248,371813
2017-04-26,22437,609778,394253,371816
2017-04-27,22441,609797,394257,371816
2017-04-28,22444,609803,394260,371816
2017-04-30,22445,609976,394261,371816
2017-05-01,22448,610354,394264,371816
2017-05-02,22451,610498,394268,371817
2017-05-03,22458,610864,394288,371830
2017-05-04,22460,610873,394292,371832
2017-05-05,22461,610881,394299,371838
2017-05-08,22465,610902,394315,371850
2017-05-09,22482,610978,394341,371859
2017-05-10,22486,610994,394350,371864
2017-05-11,22487,611005,394360,371873
2017-05-12,22488,611042,394394,371906
2017-05-13,22494,611102,394400,371906
2017-05-14,22498,611120,394406,371908
2017-05-15,22498,611124,394410,371912
2017-05-16,22498,611134,394420,371922
2017-05-17,22513,611367,394438,371925
2017-05-18,22513,611371,394442,371929
2017-05-19,22536,611536,394475,371939
2017-05-20,22541,611579,394481,371940
2017-05-22,22549,611808,394508,371959
2017-05-23,22549,611825,394525,371976
2017-05-24,22553,611878,394536,371983
2017-05-25,22553,611897,394555,372002
2017-05-26,22555,611921,394577,372022
2017-05-28,22556,611924,394578,372022
2017-05-30,22557,611929,394582,372025
2017-05-31,22558,611963,394615,372057
2017-06-01,22558,611983,394635,372077
2017-06-02,22559,612013,394664,372105
2017-06-05,22559,612026,394677,372118
2017-06-06,22562,612035,394683,372121
2017-06-07,22566,612061,394705,372139
2017-06-08,22570,612372,394709,372139
2017-06-09,22571,612387,394723,372152
2017-06-12,22576,612438,394736,372160
2017-06-13,22582,612464,394749,372167
2017-06-14,22584,612495,394770,372186
2017-06-15,22584,612502,394777,372193
2017-06-16,22606,612625,394867,372261
2017-06-19,22613,616348,398516,375903
2017-06-20,22615,616362,398528,375913
2017-06-21,22617,616399,398559,375942
2017-06-22,22637,616623,398614,375977
2017-06-23,22638,616626,398616,375978
2017-06-24,22638,616642,398632,375994
2017-06-26,22647,616695,398667,376020
2017-06-27,22657,616786,398733,376076
2017-06-28,22666,616823,398752,376086
2017-06-29,22676,616866,398775,376099
2017-06-30,22676,621867,403776,381100
2017-07-02,22676,626568,408477,385801
2017-07-03,22678,626581,408488,385810
2017-07-04,22690,626629,408512,385822
2017-07-05,22693,626638,408518,385825
2017-07-07,22702,626711,408532,385830
2017-07-10,22703,626724,408544,385841
2017-07-11,22703,626752,408572,385869
2017-07-12,22703,626774,408594,385891
2017-07-13,22703,626782,408602,385899
2017-07-14,22703,626785,408605,385902
2017-07-15,22704,626788,408607,385903
2017-07-17,22705,626800,408618,385913
2017-07-18,22705,626808,408626,385921
2017-07-19,22705,626835,408653,385948
2017-07-20,22719,626881,408669,385950
2017-07-21,22726,626907,408676,385950
2017-07-24,22735,626942,408694,385959
2017-07-25,22735,626947,408699,385964
2017-07-26,22735,626950,408702,385967
2017-07-27,22735,626954,408706,385971
2017-07-28,22735,626956,408708,385973
2017-07-31,22735,626959,408711,385976
2017-08-01,22735,626975,408727,385992
2017-08-02,22735,626987,408739,386004
2017-08-03,22735,627078,408830,386095
2017-08-04,23341,635220,410884,387543
2017-08-05,23963,641576,415780,391817
2017-08-06,24934,651014,422496,397562
2017-08-07,26108,661493,430209,404101
2017-08-08,26902,667982,434325,407423
2017-08-09,26937,668282,434536,407599
2017-08-10,26954,668931,435148,408194
2017-08-11,27539,677776,436103,408564
2017-08-14,27539,677785,436112,408573
2017-08-15,27543,677798,436116,408573
2017-08-16,27545,677888,436147,408602
2017-08-17,27549,678072,436153,408604
2017-08-18,27549,678073,436154,408605
2017-08-19,27552,678245,436180,408628
2017-08-21,27552,678246,436181,408629
2017-08-22,27553,678270,436204,408651
2017-08-23,27564,678527,436241,408677
2017-08-24,27567,682057,439766,412199
2017-08-26,27567,682059,439768,412201
2017-08-28,27567,682061,439770,412203
2017-08-29,27575,682998,439804,412229
2017-08-30,27578,683051,439849,412271
2017-08-31,27579,683055,439852,412273
2017-09-01,27580,683097,439853,412273
2017-09-04,27580,683103,439859,412279
2017-09-05,27584,683270,439868,412284
2017-09-06,27585,683298,439895,412310
2017-09-07,27592,683315,439905,412313
2017-09-08,27592,683326,439916,412324
2017-09-11,27597,683342,439925,412328
2017-09-12,27598,683353,439935,412337
2017-09-13,27598,683361,439943,412345
2017-09-14,27609,683397,439964,412355
2017-09-15,27614,683412,439974,412360
2017-09-17,27614,683413,439975,412361
2017-09-18,27614,683425,439987,412373
2017-09-19,27616,683449,440009,412393
2017-09-20,27616,683472,440032,412416
2017-09-21,27618,683500,440058,412440
2017-09-24,27618,683518,440076,412458
2017-09-25,27618,683519,440077,412459
2017-09-26,27621,683529,440084,412463
2017-09-27,27623,683553,440088,412465
2017-09-28,27624,683566,440099,412475
2017-09-29,27626,683662,440108,412482
2017-10-02,27631,683816,440116,412485
2017-10-03,27635,683870,440166,412531
2017-10-04,27641,683998,440229,412588
2017-10-05,27642,684095,440324,412682
2017-10-06,27642,684110,440339,412697
2017-10-09,27644,684124,440351,412707
2017-10-10,27657,684187,440368,412711
2017-10-11,27665,684244,440390,412725
2017-10-12,27674,684294,440404,412730
2017-10-13,27674,684302,440412,412738
2017-10-16,27674,684303,440413,412739
2017-10-17,27674,684335,440445,412771
2017-10-18,27676,684354,440462,412786
2017-10-19,27678,688292,444397,416719
2017-10-20,27678,688294,444399,416721
2017-10-23,27685,688325,444413,416728
2017-10-24,27686,688327,444414,416728
2017-10-25,27687,688340,444425,416738
2017-10-27,27688,688344,444428,416740
2017-10-30,27699,688405,444443,416744
2017-10-31,27701,688409,444445,416744
2017-11-02,27701,688411,444447,416746
2017-11-03,27701,688423,444459,416758
2017-11-06,27701,688426,444462,416761
2017-11-07,27701,688432,444468,416767
2017-11-08,27701,688446,444482,416781
2017-11-09,27707,688471,444501,416794
2017-11-10,27714,688509,444517,416803
2017-11-11,27720,688535,444528,416808
2017-11-13,27720,688541,444534,416814
2017-11-14,27721,688572,444540,416819
2017-11-15,27731,688654,444561,416830
2017-11-16,27731,688662,444569,416838
2017-11-17,27732,688673,444579,416847
2017-11-20,27732,688676,444582,416850
2017-11-21,27740,688743,444638,416898
2017-11-22,27743,688773,444665,416922
2017-11-23,27743,688783,444675,416932
2017-11-24,27748,688804,444691,416943
2017-11-27,27751,688818,444702,416951
2017-11-28,27752,688846,444729,416977
2017-11-29,27754,688858,444736,416982
2017-11-30,27755,688877,444752,416997
2017-12-01,27756,688894,444766,417010
2017-12-04,27758,688904,444774,417016
2017-12-05,27765,688939,444784,417019
2017-12-06,27770,689016,444803,417033
2017-12-07,27773,689039,444823,417050
2017-12-08,27778,689456,444836,417058
2017-12-11,27781,689907,445276,417495
2017-12-12,27785,689951,445312,417527
2017-12-13,27789,689966,445323,417534
2017-12-14,27798,689989,445334,417536
2017-12-15,27805,690009,445341,417536
2017-12-18,27820,690049,445357,417537
2017-12-19,27820,690339,445647,417827
2017-12-20,27830,690365,445663,417833
2017-12-21,27834,690416,445710,417876
2017-12-22,27834,690425,445719,417885
2018-01-02,27834,690434,445728,417894
2018-01-03,27835,690447,445739,417904
2018-01-04,27838,690477,445764,417926
2018-01-05,27844,690498,445778,417934
2018-01-08,27845,690510,445786,417941
2018-01-09,27850,690536,445805,417955
2018-01-10,27861,690588,445818,417957
2018-01-11,27863,690596,445824,417961
2018-01-12,27877,690962,445847,417970
2018-01-15,27905,693302,445886,417981
2018-01-16,27907,693343,445901,417994
2018-01-17,27909,693356,445912,418003
2018-01-18,27909,693372,445928,418019
2018-01-19,27909,693377,445933,418024
2018-01-22,27918,693409,445951,418033
2018-01-23,27920,693427,445967,418047
2018-01-24,27920,693451,445991,418071
2018-01-25,27924,693464,445998,418074
2018-01-29,27932,693636,446025,418093
2018-01-30,27937,693666,446049,418112
2018-01-31,27939,693784,446055,418116
2018-02-01,27943,693795,446060,418117
2018-02-02,27946,693823,446084,418138
2018-02-05,27954,694094,446330,418376
2018-02-06,27964,694136,446344,418380
2018-02-07,27967,694146,446348,418381
2018-02-08,27975,694176,446368,418393
2018-02-09,27979,694190,446377,418398
2018-02-11,27979,694196,446383,418404
2018-02-12,27983,694219,446392,418409
2018-02-13,27990,694244,446406,418416
2018-02-14,28003,694295,446422,418419
2018-02-15,28010,694323,446439,418429
2018-02-16,28013,694383,446496,418483
2018-02-19,28015,694387,446498,418483
2018-02-20,28122,702224,446606,418484
2018-02-21,28130,702283,446620,418490
2018-02-22,28131,702290,446626,418495
2018-02-23,28131,702615,446951,418820
2018-02-25,28193,703530,447113,418920
2018-02-26,28194,703542,447123,418929
2018-02-27,28195,703562,447141,418946
2018-02-28,28195,703563,447142,418947
2018-03-01,28195,703575,447154,418959
2018-03-02,28202,703633,447198,418996
2018-03-05,28205,703655,447217,419012
2018-03-06,28205,703696,447258,419053
2018-03-07,28205,703717,447279,419074
2018-03-08,28205,703722,447284,419079
2018-03-09,28209,703749,447299,419090
2018-03-12,28211,703766,447314,419103
2018-03-13,28211,703793,447341,419130
2018-03-14,28211,703805,447353,419142
2018-03-15,28217,703862,447366,419149
2018-03-16,28225,703891,447385,419160
2018-03-19,28225,703899,447393,419168
2018-03-20,28227,703937,447401,419174
2018-03-21,28234,703999,447447,419213
2018-03-22,28234,704004,447452,419218
2018-03-23,28235,704010,447456,419221
2018-03-25,28235,704012,447458,419223
2018-03-26,28235,704062,447508,419273
2018-03-27,28235,704083,447529,419294
2018-03-28,28235,704093,447539,419304
2018-03-29,28235,715929,459375,431140
2018-04-04,28243,715950,459384,431141
2018-04-05,28246,716311,459739,431493
2018-04-06,28247,716316,459742,431495
2018-04-09,28247,716318,459744,431497
2018-04-10,28253,716616,459774,431521
2018-04-11,28271,716710,459803,431532
2018-04-12,28271,716717,459810,431539
2018-04-13,28273,716734,459825,431552
2018-04-16,28278,716752,459838,431560
2018-04-23,28278,716759,459845,431567
2018-04-24,28278,716764,459850,431572
2018-04-25,28289,716801,459874,431585
2018-04-26,28300,716901,459900,431600
2018-04-27,28305,717494,459907,431602
2018-04-30,28314,717653,459935,431621
2018-05-01,28318,717670,459946,431628
2018-05-02,28320,717683,459957,431637
2018-05-03,28390,722481,460073,431683
2018-05-04,28392,722509,460099,431707
2018-05-05,28392,722510,460100,431708
2018-05-08,28392,722522,460112,431720
2018-05-09,28395,722553,460140,431745
2018-05-10,28395,722556,460143,431748
2018-05-11,28395,722559,460146,431751
2018-05-14,28397,722577,460162,431765
2018-05-15,28397,722596,460181,431784
2018-05-16,28400,722617,460199,431799
2018-05-17,28407,722643,460217,431810
2018-05-18,28408,723049,460218,431810
2018-05-21,28411,723077,460239,431828
2018-05-22,28422,723125,460265,431843
2018-05-23,28422,723126,460266,431844
2018-05-24,28423,723131,460270,431847
2018-05-25,28425,723287,460281,431856
2018-05-27,28428,723812,460284,431856
2018-05-29,28429,723818,460289,431860
2018-05-30,28434,724063,460311,431877
2018-05-31,28437,724081,460326,431889
2018-06-01,28442,724182,460331,431889
2018-06-04,28443,724198,460344,431901
2018-06-05,28445,724206,460350,431905
2018-06-06,28447,724222,460364,431917
2018-06-07,28447,724226,460368,431921
2018-06-08,28448,724234,460375,431927
2018-06-11,28448,724236,460377,431929
2018-06-12,28448,724240,460381,431933
2018-06-13,28448,724242,460383,431935
2018-06-14,28448,724494,460635,432187
2018-06-15,28449,724502,460642,432193
2018-06-16,28449,724503,460643,432194
2018-06-19,28451,724529,460665,432214
2018-06-20,28454,724550,460672,432218
2018-06-21,28457,724559,460678,432221
2018-06-22,28463,724604,460711,432248
2018-06-25,28464,724611,460717,432253
2018-06-26,28471,725302,460729,432258
2018-06-27,28478,725332,460742,432264
2018-06-28,28478,725336,460746,432268
2018-06-29,28478,725337,460747,432269
2018-07-02,28480,725353,460752,432272
2018-07-03,28483,725373,460756,432273
2018-07-04,28483,725382,460765,432282
2018-07-06,28484,725384,460766,432282
2018-07-09,28484,725385,460767,432283
2018-07-10,28485,725420,460801,432316
2018-07-11,28489,725513,460812,432323
2018-07-12,28491,725523,460820,432329
2018-07-13,28497,725563,460837,432340
2018-07-15,28499,725573,460842,432343
2018-07-16,28501,725585,460852,432351
2018-07-17,28509,725721,460863,432354
2018-07-18,28535,726903,460917,432382
2018-07-19,28539,726926,460934,432395
2018-07-20,28546,726952,460950,432404
2018-07-21,28546,726953,460951,432405
2018-07-23,28551,726987,460971,432420
2018-07-24,28555,727012,460980,432425
2018-07-25,28561,727054,461010,432449
2018-07-26,28562,731049,465004,436442
2018-07-27,28563,731059,465013,436450
2018-07-28,28563,731066,465020,436457
2018-07-30,28563,731067,465021,436458
2018-07-31,28563,731078,465032,436469
2018-08-01,28564,731099,465039,436475
2018-08-02,28565,731112,465051,436486
2018-08-03,28566,731146,465061,436495
2018-08-06,28566,731149,465064,436498
2018-08-07,28575,731178,465076,436501
2018-08-08,28575,731181,465079,436504
2018-08-09,28575,731195,465093,436518
2018-08-10,28575,731215,465113,436538
2018-08-13,28576,731221,465118,436542
2018-08-14,28579,731305,465151,436572
2018-08-15,28580,731316,465157,436577
2018-08-16,28582,731320,465159,436577
2018-08-17,28585,731334,465165,436580
2018-08-20,28585,731338,465169,436584
2018-08-21,28586,731810,465177,436591
2018-08-22,28594,732288,465199,436605
2018-08-23,28596,732305,465212,436616
2018-08-24,28597,732307,465213,436616
2018-08-27,28597,732313,465219,436622
2018-08-28,28597,732356,465262,436665
2018-08-29,28597,732359,465265,436668
2018-08-30,28599,732387,465267,436668
2018-09-04,28622,732595,465293,436671
2018-09-05,28622,732606,465304,436682
2018-09-06,28624,732669,465320,436696
2018-09-07,28629,733192,465836,437207
2018-09-08,28629,733193,465837,437208
2018-09-10,28653,733954,465870,437217
2018-09-11,28656,733971,465882,437226
2018-09-12,28660,734066,465937,437277
2018-09-13,28661,734101,465947,437286
2018-09-14,28661,734102,465948,437287
2018-09-16,28661,734108,465954,437293
2018-09-17,28661,734118,465964,437303
2018-09-18,28663,734232,465975,437312
2018-09-19,28666,734258,465996,437330
2018-09-20,28666,734265,466003,437337
2018-09-21,28675,734362,466029,437354
2018-09-22,28675,734368,466035,437360
2018-09-23,28677,734381,466044,437367
2018-09-24,28677,734388,466051,437374
2018-09-25,28677,734429,466092,437415
2018-09-26,28677,734442,466105,437428
2018-09-27,28678,734456,466118,437440
2018-09-28,28678,734468,466130,437452
2018-09-29,28678,734473,466135,437457
2018-10-01,28678,734474,466136,437458
2018-10-02,28679,734479,466138,437459
2018-10-03,28679,734493,466152,437473
2018-10-04,28680,734510,466168,437488
2018-10-05,28683,734535,466175,437492
2018-10-08,28685,734544,466182,437497
2018-10-09,28691,734566,466194,437503
2018-10-10,28693,734575,466201,437508
2018-10-11,28693,734588,466214,437521
2018-10-12,28694,734624,466215,437521
2018-10-14,28694,734625,466216,437522
2018-10-15,28702,734693,466239,437537
2018-10-16,28702,734727,466273,437571
2018-10-17,28702,734742,466288,437586
2018-10-18,28702,734746,466292,437590
2018-10-19,28706,734967,466303,437597
2018-10-22,28707,734990,466306,437599
2018-10-23,28708,735172,466307,437599
2018-10-24,28710,735387,466351,437641
2018-10-25,28713,735621,466385,437672
2018-10-26,28714,736624,467387,438673
2018-10-29,28714,736635,467398,438684
2018-10-30,28716,737178,467925,439209
2018-10-31,28720,737464,467930,439210
2018-11-01,28721,737582,467931,439210
2018-11-04,28722,737743,467932,439210
2018-11-05,28722,737745,467934,439212
2018-11-07,28723,737758,467946,439223
2018-11-08,28726,737777,467962,439236
2018-11-09,28730,737795,467975,439245
2018-11-10,28730,737797,467977,439247
2018-11-12,28731,737826,468004,439273
2018-11-13,28732,737837,468014,439282
2018-11-14,28733,737845,468021,439288
2018-11-15,28733,737852,468028,439295
2018-11-16,28733,737857,468033,439300
2018-11-19,28736,742765,472903,444167
2018-11-20,28739,742779,472911,444172
2018-11-21,28741,742833,472939,444198
2018-11-22,28742,742886,472991,444249
2018-11-23,28744,742907,473008,444264
2018-11-24,28744,742908,473009,444265
2018-11-25,28744,742910,473011,444267
2018-11-26,28748,743028,473060,444312
2018-11-27,28763,743310,473098,444335
2018-11-28,28769,743641,473413,444644
2018-11-29,28770,743750,473428,444658
2018-11-30,28777,744115,473448,444671
2018-12-01,28777,744121,473454,444677
2018-12-03,28787,744174,473474,444687
2018-12-04,28789,744230,473485,444696
2018-12-05,28799,744318,473526,444727
2018-12-06,28799,744322,473530,444731
2018-12-07,28800,744329,473536,444736
2018-12-10,28805,744349,473551,444746
2018-12-11,28805,744361,473563,444758
2018-12-12,28807,744376,473572,444765
2018-12-13,28810,744399,473588,444778
2018-12-14,28811,744420,473590,444779
2018-12-15,28811,744423,473593,444782
2018-12-17,28815,744461,473608,444793
2018-12-18,28818,744487,473625,444807
2018-12-19,28819,744532,473629,444810
2018-12-20,28819,744533,473630,444811
2018-12-21,28819,744534,473631,444812
2018-12-22,28819,744544,473641,444822
2018-12-24,28819,744559,473656,444837
2018-12-27,28820,744581,473670,444850
2018-12-28,28820,744582,473671,444851
2018-12-29,28821,744586,473674,444853
2018-12-30,28828,744608,473685,444857
2018-12-31,28831,744618,473691,444860
2019-01-02,28839,744670,473710,444871
2019-01-03,28842,745119,473733,444891
2019-01-04,28842,745135,473749,444907
2019-01-07,28842,745143,473757,444915
2019-01-08,28851,745180,473782,444931
2019-01-09,28856,745198,473794,444938
2019-01-10,28857,745224,473816,444959
2019-01-11,28857,745229,473821,444964
2019-01-12,28860,745256,473838,444978
2019-01-13,28862,745393,473845,444983
2019-01-14,28862,745401,473853,444991
2019-01-15,28864,745460,473873,445009
2019-01-16,28865,745468,473880,445015
2019-01-17,28866,745474,473884,445018
2019-01-18,28867,745476,473885,445018
2019-01-19,28867,745477,473886,445019
2019-01-21,28869,745507,473912,445043
2019-01-22,28870,745517,473920,445050
2019-01-23,28878,749030,473956,445078
2019-01-24,28883,749072,473987,445104
2019-01-25,28893,749480,474003,445110
2019-01-28,28903,749603,474028,445125
2019-01-29,28929,750036,474093,445164
2019-01-30,28930,750065,474100,445170
2019-01-31,28935,750107,474129,445194
2019-02-01,28935,750123,474145,445210
2019-02-05,28936,750144,474164,445228
2019-02-06,28937,750178,474195,445258
2019-02-07,28940,750226,474221,445281
2019-02-08,28947,750267,474254,445307
2019-02-09,28948,750269,474255,445307
2019-02-10,28950,750317,474264,445314
2019-02-11,28953,750338,474281,445328
2019-02-12,28966,750382,474311,445345
2019-02-13,28968,750404,474331,445363
2019-02-14,28970,750418,474343,445373
2019-02-15,28971,750462,474381,445410
2019-02-16,28972,750481,474382,445410
2019-02-18,28975,750513,474405,445430
2019-02-19,28976,750521,474412,445436
2019-02-20,28977,750603,474445,445468
2019-02-21,28984,750802,474470,445486
2019-02-22,28988,750845,474490,445502
2019-02-23,28989,750848,474491,445502
2019-02-25,28989,750865,474508,445519
2019-02-26,28989,750915,474558,445569
2019-02-27,28993,750954,474590,445597
2019-02-28,28994,751008,474641,445647
2019-03-01,29000,751123,474742,445742
2019-03-03,29002,751149,474744,445742
2019-03-04,29005,751181,474759,445754
2019-03-05,29007,751203,474779,445772
2019-03-06,29018,751264,474826,445808
2019-03-07,29026,751336,474890,445864
2019-03-08,29028,751438,474987,445959
2019-03-11,29039,752426,475963,446924
2019-03-12,29041,752536,476071,447030
2019-03-13,29047,752653,476166,447119
2019-03-14,29118,755955,476496,447378
2019-03-15,29120,756005,476528,447408
2019-03-16,29122,756022,476543,447421
2019-03-17,29122,756039,476560,447438
2019-03-18,29143,756148,476594,447451
2019-03-19,29153,756195,476610,447457
2019-03-20,29155,756238,476651,447496
2019-03-21,29165,756268,476667,447502
2019-03-22,29173,756297,476686,447513
2019-03-25,29188,756379,476716,447528
2019-03-26,29193,756447,476753,447560
2019-03-27,29193,756479,476785,447592
2019-03-28,29199,756531,476827,447628
2019-03-29,29201,756567,476861,447660
2019-04-01,29219,757064,477331,448112
2019-04-02,29221,757083,477346,448125
2019-04-03,29222,757097,477359,448137
2019-04-04,29224,757734,477384,448160
2019-04-05,29232,757790,477406,448174
2019-04-06,29233,757792,477407,448174
2019-04-08,29239,757819,477427,448188
2019-04-09,29249,757851,477447,448198
2019-04-10,29261,757896,477474,448213
2019-04-11,29270,757924,477491,448221
2019-04-12,29283,760673,477512,448229
2019-04-14,29283,760676,477515,448232
2019-04-15,29298,760765,477564,448266
2019-04-16,29342,766510,478276,448934
2019-04-17,29344,766539,478303,448959
2019-04-18,29362,766714,478356,448994
2019-04-19,29369,766767,478363,448994
2019-04-23,29374,766910,478380,449006
2019-04-24,29374,766923,478393,449019
2019-04-25,29376,766936,478404,449028
2019-04-26,29378,766947,478413,449035
2019-04-27,29378,766948,478414,449036
2019-04-29,29381,770572,478430,449049
2019-04-30,29381,772337,480195,450814
2019-05-01,29383,772372,480219,450836
2019-05-02,29395,772432,480263,450868
2019-05-03,29398,772454,480282,450884
2019-05-06,29400,772462,480288,450888
2019-05-07,29400,772480,480306,450906
2019-05-08,29406,772518,480336,450930
2019-05-09,29408,772532,480347,450939
2019-05-10,29409,772546,480360,450951
2019-05-11,29409,772549,480363,450954
2019-05-12,29410,772647,480364,450954
2019-05-13,29410,772653,480370,450960
2019-05-14,29412,772663,480375,450963
2019-05-15,29413,772679,480390,450977
2019-05-16,29414,772705,480415,451001
2019-05-17,29414,772707,480417,451003
2019-05-20,29415,772722,480431,451016
2019-05-21,29416,772727,480435,451019
2019-05-22,29423,772764,480453,451030
2019-05-23,29424,772769,480457,451033
2019-05-24,29425,772779,480466,451041
2019-05-26,29426,772785,480471,451045
2019-05-27,29427,772802,480487,451060
2019-05-28,29430,772823,480505,451075
2019-05-29,29435,772854,480531,451096
2019-05-30,29442,772903,480568,451126
2019-05-31,29445,772909,480571,451126
2019-06-01,29445,772910,480572,451127
2019-06-03,29451,772933,480588,451137
2019-06-04,29456,773031,480599,451143
